Sepal_Length,Sepal_Width,Petal_Length,Petal_Width,Species,Flower_ID
7.240319489750085,3.1104761007663333,3.232108514756699,1.8579064399075522,Rose,95
5.715875780004149,2.0463698495866023,5.658477764451981,0.7630641359600419,Lily,96
5.875030561600967,4.784955687763176,3.044821241518107,2.0479319847769846,Rose,97
5.351475600972023,3.284552444951943,6.584543953621388,1.892571897327898,Orchid,98
3.1398051970925236,4.899964457131009,6.150476511058071,1.1386718822952375,Lily,99
3.5934028484631746,4.890859931267759,3.573964164,0.42931701737892414,Lily,100
3.1728605212770384,4.559028366,5.505226406748984,2.047562267219119,Orchid,101
6.500257261950792,2.883346676208757,5.527257244508094,1.6088923326210005,Orchid,102
4.728957895919796,3.1552931858057756,1.6187432130155957,2.3397233360333543,Orchid,103
5.797138801405865,4.553410014550571,6.41531744,1.6084741532247808,Rose,104
7.991615606593512,2.950766015468833,4.031514234687143,2.5713263509237665,Rose,105
4.371107260318812,2.5084782400582775,5.9587447966464495,1.700529832446008,Lily,106
5.257106076695964,3.6704037873750504,2.9202976061836705,1.7267201174526203,Orchid,107
7.155531261986768,4.808464322482343,6.373139370977203,2.6422954477092007,Lily,108
4.258389910203924,4.088089390024919,3.335210072404979,1.2701003120159515,Lily,109
3.4233895040583615,3.710183510268095,1.0650259088817902,0.48864416250685816,Lily,110
4.593632991025724,2.2915294813123057,6.4322918585155815,0.18346976130868303,Lily,111
3.886717079897024,3.845021680097509,1.5477200607168013,2.2898980414534953,Orchid,112
8.113337087884151,4.97016155,2.915881825542489,1.8988976989250475,Lily,113
7.444662087604293,2.420252045709572,6.700371802304829,2.1418313274877483,Orchid,114
6.483720660807329,3.554988957,6.703642881625337,0.7175960683758411,Orchid,115
7.793033246032447,4.632119215783867,4.440627328739716,0.4954772792016323,Rose,116
7.420196422945129,4.222305853262613,4.791023273018796,0.1421795304368576,Orchid,117
4.026135323873197,4.091047222985804,3.690673131869919,1.1167039205391314,Rose,118
7.909074491694878,4.107452251961328,2.759264630188387,1.810761291878436,Orchid,119
5.966382330536079,3.0784734536592655,2.9719872722194958,1.2375077307892237,Orchid,120
7.440920853402344,2.8807755327934803,5.035110736,1.3686772738688144,Orchid,121
7.928502149579213,4.428083466435541,5.514247177,2.7220602140318704,Rose,122
4.749019112345252,4.430340184037542,5.749474262355092,1.109940854367571,Rose,123
3.605285584902222,4.601216955740311,5.737708856767323,1.5905695185634514,Lily,124
4.2536433939806795,4.7397216576694134,1.5472366182921422,2.372593736949315,Rose,125
5.3490928374444096,3.534027196582813,3.966521828215489,1.2499740687316836,Rose,126
7.499081212573712,3.504548884061599,1.3453525600998657,1.9040514306608332,Rose,127
7.734018207909889,4.3948855369003255,4.297173293942413,2.600854755365561,Rose,128
3.038236717921549,3.9498917923332955,3.649183008240262,2.853609808607162,Lily,129
5.809110164176611,4.105900632,6.326225096549798,0.526513095,Rose,130
5.295760517318285,4.387378008308303,3.1054900753124723,2.7871041129683336,Orchid,131
4.221592957589016,4.670016025452699,1.7024020985656352,1.5271372499306608,Orchid,132
3.6592595203352554,3.0139854705546076,1.8579500923170151,0.8489087260669792,Rose,133
4.856883442719954,3.126748857919832,5.569063790304833,1.4314936930909579,Rose,134
8.186003371518854,2.281945819522607,4.709308379897566,2.9420944683278836,Orchid,135
4.777616126114154,3.7348404229885217,1.6067360567367415,1.5285924725793218,Orchid,136
5.853348419588514,2.1078268213902263,1.5046408366899846,1.0533796698337738,Lily,137
6.866604273923478,3.3967940543973807,5.205814789,1.9368624775185048,Orchid,138
4.999962813086117,3.627933904,1.4365780381851612,0.7964222944567598,Orchid,139
8.344801454965284,2.8596237563848534,5.931160355742137,0.32000365151512533,Rose,140
8.293460122181612,3.7724997817070323,5.237453362938977,0.4737511935408828,Orchid,141
4.384802627039503,2.0915007498171483,1.4880926838513986,0.4713329329775401,Lily,142
5.734866782,2.1120445662476435,1.5090262845111515,0.5405178111856536,Orchid,143
4.654830703992233,4.467801681978974,6.919837471007053,0.5025988006832894,Rose,144
4.566622719076072,3.0805719242337886,3.245624774536722,1.9585367599293224,Rose,145
3.2028782104499305,2.3811815379556545,3.2238528824013457,0.6274522447575199,Orchid,146
6.352603836889433,3.566729780164413,5.876797403545016,1.1024351216392034,Rose,147
5.764734627758738,4.3099806592958325,6.683491464303152,2.7006863887274344,Lily,148
3.2831331318749415,2.6474630824905296,6.916006382937225,1.474488757,Lily,149
